no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,month,day_of_month,day_of_year,week_of_month,week_of_year,day_of_week,year,is_wknd,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,lead_time_transf,type_of_meal_plan_Not Selected,type_of_meal_plan_other,room_type_reserved_Room_Type 4,room_type_reserved_other,market_segment_type_Online,market_segment_type_other,avg_price_per_room_mm,status
2,0,0,2,0,0,0,0,0,6,3,154,1,22,7,2018,1,2,0,0,0,0,0,0,0.21410368810438593,0,0,0,0,0,0,0.48369727789410705,0
3,0,1,2,0,0,0,0,2,11,4,308,1,44,7,2018,1,4,0,0,0,0,0,0,0.37605206776477507,0,0,1,0,1,0,0.6177086449297038,0
2,0,0,2,0,0,0,0,0,9,4,247,1,36,1,2017,0,3,0,0,0,0,0,0,0.11808811296546529,0,1,0,0,0,0,0.5794196829195333,0
2,0,1,4,0,0,0,0,2,10,19,292,3,42,5,2018,1,4,0,0,0,0,0,0,0.9776959263617326,0,0,1,0,1,0,0.6769368830391863,1
2,0,1,1,0,0,0,0,0,8,29,241,5,35,3,2018,0,3,0,0,0,0,0,0,0.5527874866365081,1,0,0,0,1,0,0.5261740951241399,1
2,0,1,5,0,0,0,0,0,12,27,361,4,52,4,2018,0,4,0,0,0,0,0,0,-0.24280505582449466,0,0,0,0,0,0,0.30421776847143284,0
2,0,2,2,0,0,0,0,0,8,13,225,2,33,1,2018,0,3,0,0,0,0,0,0,0.9211207587548557,0,0,0,0,1,0,0.5692491773855817,1
2,0,0,4,0,0,0,0,0,5,4,124,1,18,5,2018,1,2,0,0,0,0,0,0,0.6039178635303322,0,0,0,0,1,0,0.5541728985940771,1
2,0,0,1,0,0,0,0,1,12,25,359,4,52,1,2017,0,4,0,0,0,0,0,0,0.8017507541991856,0,0,0,0,1,0,0.31767873167813343,0
2,0,1,4,0,0,0,0,2,5,30,150,5,22,3,2018,0,2,0,0,0,0,0,0,0.2912325196874556,0,0,1,0,1,0,0.678731678133413,0
1,0,1,1,0,0,0,0,0,10,12,285,2,41,4,2017,0,4,0,0,0,0,0,0,0.07466505510616514,0,0,0,0,0,0,0.24439126533054145,0
2,0,2,4,0,0,0,0,0,12,27,361,4,52,3,2017,0,4,0,0,0,0,0,0,-1.46168706701608,0,0,1,0,1,0,0.5106192043075082,0
2,0,0,3,0,0,0,0,1,9,6,249,1,36,4,2018,0,3,0,0,0,0,0,0,1.0091840482465178,0,0,0,0,0,0,0.3685312593478911,0
2,0,2,0,0,0,0,0,0,12,18,352,3,51,2,2018,0,4,0,0,0,0,0,0,-0.1685781582022173,1,0,0,0,1,0,0.35925815136105294,0
1,0,0,1,0,0,0,0,2,11,11,315,2,45,7,2018,1,4,0,0,0,0,0,0,-0.6592144155975896,0,0,0,0,1,0,0.5554890816631767,0
2,0,0,4,0,0,0,0,0,3,30,89,5,13,5,2018,1,1,0,0,0,0,0,0,0.029709101772752107,1,0,0,0,1,0,0.34466048459467546,1
2,0,0,3,0,0,0,0,0,5,24,144,4,21,4,2018,0,2,0,0,0,0,0,0,-1.0938593953815183,0,1,0,0,0,0,0.8426562967394555,0
1,0,2,2,0,0,0,0,0,9,18,261,3,38,2,2018,0,3,0,0,0,0,0,0,-0.7492897975185061,0,0,0,0,0,0,0.4238707747532156,1
2,0,1,0,0,0,0,0,0,12,11,345,2,50,2,2018,0,4,0,0,0,0,0,0,-0.814687796711879,0,0,0,0,0,0,0.3640442716123243,0
2,0,1,1,0,0,0,0,0,7,2,183,1,27,1,2018,0,3,0,0,0,0,0,0,-1.985608868000325,0,0,1,0,1,0,0.8785521986239904,0
2,0,1,0,0,0,0,0,0,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,1.6993890761116388,0,0,0,0,0,0,0.5435237810349984,1
2,0,0,2,0,0,0,0,1,4,20,110,3,16,5,2018,1,2,0,0,0,0,0,0,-0.6036087123507768,0,0,1,0,1,0,0.7050553395154052,0
2,0,1,3,0,0,0,0,0,4,11,101,2,15,3,2018,0,2,0,0,0,0,0,0,-0.08197215961586785,0,0,0,0,1,0,0.4804068202213581,1
3,0,1,3,0,0,0,0,2,3,28,87,4,13,3,2018,0,1,0,0,0,0,0,0,0.132243302045638,0,0,1,0,1,0,0.5770266227938976,0
2,0,2,3,0,0,0,0,0,8,11,223,2,32,6,2018,1,3,0,0,0,0,0,0,0.8367644897724941,1,0,0,0,1,0,0.504636553993419,1
1,0,2,1,0,1,3,37,0,7,10,191,2,28,2,2018,0,3,0,0,0,0,0,0,-1.7911413536931085,0,0,0,0,0,1,0.2743045169009871,0
2,0,0,1,0,0,0,0,1,3,15,74,3,11,4,2018,0,1,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.4657493269518396,0
2,0,2,9,0,0,0,0,0,4,20,110,3,16,5,2018,1,2,0,0,0,0,0,0,0.8962685498435093,0,0,0,0,1,0,0.4833981453784026,1
2,0,2,1,0,0,0,0,1,3,27,86,4,13,2,2018,0,1,0,0,0,0,0,0,0.7749771055739592,0,1,0,0,0,0,0.525575830092731,0
1,0,2,2,0,0,0,0,0,5,28,148,4,22,1,2018,0,2,0,0,0,0,0,0,0.6337823531304649,0,0,0,0,1,0,0.6507927011666168,1
2,0,0,4,0,0,0,0,2,8,26,238,4,34,6,2017,1,3,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,1,0,0.4238707747532156,0
1,0,0,3,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.3018428446569174,0,0,0,0,0,0,0.3640442716123243,0
2,0,1,1,0,0,0,0,1,10,26,299,4,43,4,2017,0,4,0,0,0,0,0,0,0.0893033890257622,0,0,0,0,0,0,0.31761890517499247,0
2,0,0,1,0,0,0,0,0,6,28,179,4,26,4,2018,0,2,0,0,0,0,0,0,-0.24280505582449466,0,0,0,0,0,0,0.9096619802572539,0
2,0,2,2,0,0,0,0,0,9,18,261,3,38,2,2018,0,3,0,0,0,0,0,0,-0.13317219945353223,0,0,1,0,1,0,0.600478612025127,0
2,0,1,0,0,0,0,0,0,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,1.6993890761116388,0,0,0,0,1,0,0.5435237810349984,1
2,0,1,0,0,0,0,0,0,8,7,219,1,32,2,2018,0,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.4717319772659288,0
2,0,0,2,0,0,0,0,1,6,8,159,2,23,5,2018,1,2,0,0,0,0,0,0,-1.46168706701608,1,0,0,0,1,0,0.5375411307209093,1
2,0,2,1,1,0,0,0,0,12,26,360,4,52,2,2017,0,4,0,0,0,0,0,0,-1.2531952897202767,0,0,0,1,1,0,0.43930601256356566,0
1,0,0,2,0,0,0,0,0,1,27,27,4,4,6,2018,1,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.3143882740053844,0
2,0,1,2,0,0,0,0,0,12,5,339,1,49,3,2018,0,4,0,0,0,0,0,0,0.9856234979776924,0,0,0,0,1,0,0.4238707747532156,1
1,0,1,2,0,0,0,0,0,8,26,238,4,34,7,2018,1,3,0,0,0,0,0,0,-1.315514612291896,0,0,0,1,1,0,0.7692491773855816,0
2,0,0,1,0,0,0,0,0,4,6,96,1,14,5,2018,1,2,0,0,0,0,0,0,0.6139383056034631,0,0,0,0,0,0,0.33413102004187856,1
2,0,1,5,0,0,0,0,1,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,0.07466505510616514,0,0,1,0,1,0,0.6778342805862996,1
2,0,1,1,0,0,0,0,2,11,19,323,3,47,1,2018,0,4,0,0,0,0,0,0,-1.0938593953815183,1,0,0,0,1,0,0.4238707747532156,0
1,0,1,2,0,0,0,0,0,9,4,247,1,36,1,2017,0,3,0,0,0,0,0,0,1.4785877548803905,0,0,0,0,0,0,0.3441220460664074,0
1,0,0,3,0,0,0,0,0,6,14,165,2,24,4,2018,0,2,0,0,0,0,0,0,0.2272686863786324,0,0,0,0,0,0,0.6033502841758899,0
2,0,0,3,0,0,0,0,0,10,15,288,3,41,7,2017,1,4,0,0,0,0,0,0,1.3157336877091237,0,0,0,0,0,0,0.2743045169009871,1
1,0,2,5,0,0,0,0,0,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,1.798625061195721,0,1,0,0,0,0,0.3614717319772659,0
2,0,1,0,0,0,0,0,1,2,21,52,3,8,3,2018,0,1,0,0,0,0,0,0,-1.384355375311487,0,0,1,0,1,0,0.5315584804068202,0
2,0,1,0,0,0,0,0,1,6,5,156,1,23,2,2018,0,2,0,0,0,0,0,0,-0.26214118630559197,1,0,0,0,1,0,0.4723302422973377,0
2,0,2,3,0,0,0,0,0,8,28,240,4,35,2,2018,0,3,0,0,0,0,0,0,-0.885339194262977,0,0,1,0,0,0,0.525575830092731,0
2,0,1,0,0,0,0,0,0,8,7,219,1,32,2,2018,0,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.4717319772659288,0
1,0,2,2,0,0,0,0,0,10,14,287,2,41,7,2018,1,4,0,0,0,0,0,0,1.100285175975823,0,0,0,0,0,0,0.5734370326054441,1
2,1,0,2,0,0,0,0,0,7,28,209,4,30,6,2018,1,3,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,1,0,0.7953933592581512,1
2,0,2,4,0,0,0,0,0,8,28,240,4,35,2,2018,0,3,0,0,0,0,0,0,-0.15074172857426252,0,0,0,0,1,0,0.37188154352378106,0
2,0,0,3,0,0,0,0,1,5,5,125,1,18,6,2018,1,2,0,0,0,0,0,0,-1.315514612291896,0,0,0,0,0,0,0.7469338917140292,0
2,0,2,1,0,0,0,0,2,11,12,316,2,46,1,2018,0,4,0,0,0,0,0,0,0.47810469314085197,1,0,0,0,1,0,0.35925815136105294,1
1,0,2,0,0,0,0,0,0,10,4,277,1,40,3,2017,0,4,0,0,0,0,0,0,0.0893033890257622,0,0,0,0,0,0,0.32216571941370026,0
2,0,1,3,0,0,0,0,3,11,17,321,3,46,6,2018,1,4,0,0,0,0,0,0,0.303672549971128,1,0,0,0,1,0,0.3329344899790607,0
1,0,0,2,0,0,0,0,0,10,26,299,4,43,5,2018,1,4,0,0,0,0,0,0,-0.24280505582449466,0,0,0,0,1,0,0.5614717319772659,0
1,0,0,2,0,0,0,0,0,9,22,265,4,38,5,2017,1,3,0,0,0,0,0,0,0.20080761516801926,0,1,0,0,0,0,0.3819922225545917,0
2,0,0,3,0,0,0,0,0,2,25,56,4,8,7,2018,1,1,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,0,0,0.3700269219264134,0
1,0,0,3,0,0,0,0,0,12,7,341,1,49,5,2018,1,4,0,0,0,0,0,0,-0.15074172857426252,0,0,0,0,1,0,0.4023332336224948,1
1,0,0,1,0,0,0,0,1,6,8,159,2,23,5,2018,1,2,0,0,0,0,0,0,-1.46168706701608,1,0,0,0,1,0,0.5375411307209093,0
4,0,0,1,0,0,0,0,2,4,13,103,2,15,5,2018,1,2,0,0,0,0,0,0,-0.5769575461117442,0,0,1,0,1,0,0.9742746036494165,0
2,0,1,1,0,0,0,0,0,9,21,264,3,38,4,2017,0,3,0,0,0,0,0,0,-0.7813917674178052,0,0,0,0,1,0,0.6272808854322464,0
2,0,2,3,0,0,0,0,1,9,20,263,3,38,3,2017,0,3,0,0,0,0,0,0,0.16009996351369138,0,0,0,0,1,0,0.41938378701764883,0
2,0,1,1,0,0,0,0,0,6,20,171,3,25,3,2018,0,2,0,0,0,0,0,0,0.14624593429837035,0,0,0,0,1,0,0.644630571343105,1
2,0,2,2,0,0,0,0,0,4,16,106,3,16,1,2018,0,2,0,0,0,0,0,0,0.303672549971128,0,0,1,0,1,0,0.5312593478911157,1
1,0,0,1,0,0,0,0,0,2,19,50,3,8,1,2018,0,1,0,0,0,0,0,0,0.5527874866365081,0,0,0,0,0,1,0.3700269219264134,0
2,0,1,2,0,0,0,0,0,3,25,84,4,12,7,2018,1,1,0,0,0,0,0,0,1.0928757881198847,0,1,0,0,0,0,0.6631767873167812,1
2,0,2,1,0,0,0,0,2,9,13,256,2,37,3,2017,0,3,0,0,0,0,0,0,-0.885339194262977,0,0,0,0,1,0,0.5136105294645528,0
2,0,2,5,0,0,0,0,1,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,1.798625061195721,0,1,0,0,0,0,0.41872569548309896,0
1,0,1,3,0,0,0,0,1,11,7,311,1,45,3,2018,0,4,0,0,0,0,0,0,0.4336441821178606,0,0,0,0,1,0,0.8869279090637152,0
2,0,0,3,0,0,0,0,2,5,17,137,3,20,4,2018,0,2,0,0,0,0,0,0,0.7928762038744863,0,0,0,0,1,0,0.5154053245587794,0
2,0,0,2,0,0,0,0,0,11,24,328,4,47,6,2018,1,4,0,0,0,0,0,0,0.6337823531304649,0,0,0,0,1,0,0.4238707747532156,0
2,0,0,2,0,0,0,0,0,6,2,153,1,22,6,2018,1,2,0,0,0,0,0,0,0.682291481734681,0,0,0,0,0,0,0.48369727789410705,0
2,0,2,2,0,0,0,0,0,2,27,58,4,9,2,2018,0,1,0,0,0,0,0,0,0.7106798152491427,0,0,0,0,0,0,0.4059228238109482,0
1,0,0,2,0,0,0,0,0,9,18,261,3,38,1,2017,0,3,0,0,0,0,0,0,0.2660077731103278,0,1,0,0,0,0,0.3640442716123243,0
2,0,1,3,0,0,0,0,1,10,1,274,1,39,7,2017,1,4,1,0,1,0,0,0,-0.13317219945353223,0,0,0,0,1,0,0.5019443613520789,0
1,0,0,3,0,1,1,0,0,10,6,279,1,40,5,2017,1,4,0,0,0,0,0,0,-0.7813917674178052,0,0,0,0,0,0,0.3640442716123243,0
3,0,0,2,0,0,0,0,0,3,29,88,5,13,4,2018,0,1,0,0,0,0,0,0,0.7477429251771082,0,0,0,0,0,0,0.699072689201316,0
1,0,0,2,0,0,0,0,0,1,28,28,4,4,7,2018,1,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.39395752318276994,0
2,0,1,3,0,0,0,0,0,4,25,115,4,17,3,2018,0,2,0,0,0,0,0,0,0.6337823531304649,0,0,0,0,1,0,0.2772360155548908,0
2,0,2,2,0,0,0,0,0,10,9,282,2,41,1,2017,0,4,0,0,0,0,0,0,1.3863839152719286,0,0,0,0,0,0,0.32067005683517796,0
2,0,2,0,0,0,0,0,2,11,6,310,1,45,2,2018,0,4,0,0,0,0,0,0,-0.814687796711879,0,0,0,0,1,0,0.8127430451690097,0
1,0,1,0,0,0,0,0,1,9,12,255,2,37,3,2018,0,3,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,1,0,0.5441818725695482,0
2,0,1,3,0,0,0,0,1,11,2,306,1,44,4,2017,0,4,0,0,0,0,0,0,0.36424667207109823,0,0,0,0,1,0,0.31767873167813343,1
1,0,0,2,0,0,0,0,0,7,17,198,3,29,1,2017,0,3,0,0,0,0,0,0,1.7781349138788256,0,1,0,0,0,0,0.4059228238109482,0
2,1,1,5,1,0,0,0,2,8,17,229,3,33,4,2017,0,3,0,0,0,0,0,0,-1.384355375311487,0,0,0,0,1,0,0.5076278791504636,0
2,0,0,1,0,0,0,0,0,4,12,102,2,15,4,2018,0,2,0,0,0,0,0,0,-1.7911413536931085,1,0,0,0,1,0,0.5973676338618007,0
2,0,1,2,0,0,0,0,0,6,3,154,1,22,7,2018,1,2,0,0,0,0,0,0,0.37605206776477507,0,0,0,0,1,0,0.6266826204008376,0
1,0,2,2,0,0,0,0,0,6,5,156,1,23,2,2018,0,2,0,0,0,0,0,0,1.107662914478282,0,0,0,0,0,0,0.48369727789410705,1
1,0,2,1,0,0,0,0,1,3,5,64,1,10,1,2018,0,1,0,0,0,0,0,0,-0.5010442920420968,0,0,0,0,0,0,0.3999401734968591,0
2,2,1,2,1,0,0,0,3,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-1.5506363990851626,1,0,0,1,1,0,0.8546215973676338,0
1,0,1,2,0,0,0,0,0,12,19,353,3,51,3,2018,0,4,0,0,0,0,0,0,-1.6566898309690214,1,0,0,0,1,0,0.3610529464552797,0
3,0,0,1,0,0,0,0,1,3,5,64,1,10,1,2018,0,1,0,0,0,0,0,0,-0.4078740168023441,0,0,1,0,1,0,0.5871971283278491,0
2,0,1,4,0,0,0,0,0,7,4,185,1,27,3,2018,0,3,0,0,0,0,0,0,0.6533708236790631,1,0,0,0,1,0,0.4702363146874065,0
2,0,0,3,0,0,0,0,0,7,27,208,4,30,5,2018,1,3,0,0,0,0,0,0,-0.04901170578684722,0,0,0,0,1,0,0.6984744241699072,1
2,0,0,2,0,0,0,0,2,8,18,230,3,33,5,2017,1,3,0,0,0,0,0,0,-1.0038440334366296,0,0,0,0,1,0,0.4238707747532156,0
2,0,1,3,0,0,0,0,1,10,6,279,1,40,6,2018,1,4,0,0,0,0,0,0,0.3993701532815155,0,0,0,0,0,0,0.13969488483398146,0
2,0,1,2,0,0,0,0,0,7,8,189,2,27,7,2018,1,3,0,0,0,0,0,0,-0.814687796711879,0,0,1,0,1,0,0.8785521986239904,1
2,0,0,3,0,0,0,0,0,1,7,7,1,1,7,2018,1,1,0,0,0,0,0,0,-1.384355375311487,0,0,0,0,1,0,0.41788812443912654,0
2,0,0,2,0,0,0,0,0,10,16,289,3,42,1,2017,0,4,0,0,0,0,0,0,0.5836747532510416,0,1,0,0,0,0,0.4926712533652408,1
1,0,0,2,0,0,0,0,0,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.3091737475690068,0,0,0,0,0,0,0.4537840263236614,0
2,0,0,2,0,0,0,0,1,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.736521529734345,0,1,0,0,0,0,0.5734370326054441,1
1,0,0,1,0,0,0,0,0,5,26,146,4,21,6,2018,1,2,0,0,0,0,0,0,-0.7492897975185061,0,0,1,0,0,1,0.5435237810349984,1
2,0,2,5,0,0,0,0,1,9,7,250,1,36,5,2018,1,3,0,0,0,0,0,0,0.9617271095673781,1,0,0,0,1,0,0.5800179479509422,0
3,0,2,2,0,0,0,0,2,7,10,191,2,28,2,2018,0,3,0,0,0,0,0,0,0.69181222134396,0,0,1,0,1,0,0.6889021836673647,0
2,0,1,2,0,0,0,0,1,3,11,70,2,10,7,2018,1,1,0,0,0,0,0,0,-1.384355375311487,1,0,0,0,1,0,0.4657493269518396,0
2,0,0,2,0,0,0,0,1,10,27,300,4,43,5,2017,1,4,0,0,0,0,0,0,-0.5257167383027416,0,0,1,0,1,0,0.699072689201316,0
2,0,2,5,0,0,0,0,0,4,2,92,1,14,1,2018,0,2,0,0,0,0,0,0,0.6436080330474707,0,0,0,1,1,0,0.33347292850732874,0
2,0,2,1,0,0,0,0,2,9,20,263,3,38,3,2017,0,3,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,1,0,0.6392461860604247,0
1,0,0,1,1,1,0,9,1,11,23,327,4,47,5,2018,1,4,0,0,0,0,0,0,-0.9624117371999295,0,0,0,0,0,1,0.41190547412503736,0
2,0,0,2,0,0,0,0,1,9,8,251,2,36,6,2018,1,3,0,0,0,0,0,0,0.0448729401356539,0,0,1,0,1,0,0.7792402034101106,0
3,0,0,3,0,0,0,0,1,11,17,321,3,46,5,2017,1,4,0,0,0,0,0,0,-0.5257167383027416,0,0,0,0,0,0,0.19413700269219264,0
1,0,0,2,0,0,0,0,0,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.6886516700477643,0,1,0,0,0,0,0.4238707747532156,0
2,1,0,2,0,0,0,0,0,7,21,202,3,29,6,2018,1,3,0,0,0,0,0,0,0.7477429251771082,0,1,0,0,0,0,0.6696380496559976,0
3,0,0,3,1,0,0,0,1,7,27,208,4,30,5,2018,1,3,0,0,0,0,0,0,-1.5506363990851626,0,0,1,0,1,0,0.9443613520789709,0
2,0,1,4,0,0,0,0,1,8,24,236,4,34,5,2018,1,3,0,0,0,0,0,0,1.0553422319602823,1,0,0,0,1,0,0.40771761890517494,0
2,0,2,4,0,0,0,0,0,2,28,59,4,9,3,2018,0,1,0,1,0,0,0,0,-1.5506363990851626,0,0,1,0,0,0,0.3652408016751421,0
2,0,1,2,0,0,0,0,0,6,20,171,3,25,3,2018,0,2,0,0,0,0,0,0,1.0324200579547071,0,0,0,0,1,0,0.5620699970086748,1
2,0,1,0,0,0,0,0,0,8,28,240,4,35,2,2018,0,3,0,0,0,0,0,0,-0.26214118630559197,0,0,0,0,1,0,0.5423272509721806,0
1,0,0,2,0,0,0,0,0,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,-1.5506363990851626,0,0,0,0,0,1,0.6093329344899789,0
2,0,0,2,0,0,0,0,1,5,17,137,3,20,4,2018,0,2,0,0,0,0,0,0,-0.1685781582022173,0,0,0,1,0,0,0.8373915644630571,0
1,0,0,1,0,0,0,0,2,8,17,229,3,33,5,2018,1,3,0,0,0,0,0,0,1.2558216329019876,0,1,0,0,1,0,0.37672749027819324,1
2,0,1,2,0,0,0,0,1,8,1,213,1,31,3,2018,0,3,1,0,0,0,0,0,1.5083467628561928,0,0,0,1,1,0,0.4037092431947353,0
2,0,1,5,0,0,0,0,0,12,27,361,4,52,4,2018,0,4,0,0,0,0,0,0,-0.43039835822982425,0,0,0,0,0,0,0.30421776847143284,0
2,0,2,5,0,0,0,0,0,9,6,249,1,36,3,2017,0,3,0,0,0,0,0,0,0.3523410130874057,0,0,0,0,0,0,0.31767873167813343,0
2,0,0,1,0,0,0,0,1,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,-1.1960679773682705,0,0,0,0,1,0,0.6631767873167812,1
2,0,2,2,0,0,0,0,0,9,25,268,4,39,1,2017,0,3,0,0,0,0,0,0,0.01435964032245719,0,0,0,0,0,0,0.9922225545916841,0
1,0,0,4,0,0,0,0,2,10,18,291,3,42,4,2018,0,4,0,0,0,0,0,0,1.328783188487227,0,0,0,0,1,0,0.42925516003589587,1
2,0,2,3,0,0,0,0,1,1,24,24,4,4,3,2018,0,1,0,0,0,0,0,0,-0.09879618445483326,0,0,0,0,1,0,0.3398145378402632,0
2,1,2,0,0,0,0,0,2,5,29,149,5,22,2,2018,0,2,0,0,0,0,0,0,-0.5769575461117442,0,0,1,0,1,0,0.8037690696978761,0
2,0,1,3,0,0,0,0,0,3,17,76,3,11,6,2018,1,1,0,0,0,0,0,0,0.27867845636801436,0,0,0,0,0,0,0.3640442716123243,1
2,0,1,1,0,0,0,0,1,9,17,260,3,38,1,2018,0,3,0,0,0,0,0,0,1.1938414108765072,0,0,1,0,1,0,0.7253963505833083,1
3,0,2,4,0,0,0,0,0,4,15,105,3,15,7,2018,1,2,0,0,0,0,0,0,-0.5510080442930118,0,0,1,0,1,0,0.7392760993119951,1
2,0,1,2,0,0,0,0,2,10,19,292,3,42,4,2017,0,4,0,0,0,0,0,0,-0.24280505582449466,0,0,0,0,1,0,0.504636553993419,0
2,0,1,0,0,0,0,0,1,8,29,241,5,35,3,2018,0,3,0,0,0,0,0,0,-1.5506363990851626,1,0,0,0,1,0,0.5973676338618007,0
2,0,0,3,0,0,0,0,1,5,4,124,1,18,5,2018,1,2,0,0,0,0,0,0,-1.315514612291896,0,0,1,0,1,0,0.8187256954830989,0
1,0,0,2,0,0,0,0,0,10,11,284,2,41,4,2018,0,4,0,0,0,0,0,0,1.235399911499953,0,0,0,0,0,0,0.6033502841758899,1
2,0,1,1,0,0,0,0,0,10,10,283,2,41,2,2017,0,4,0,0,0,0,0,0,1.1868193274175363,0,0,0,0,0,0,0.30421776847143284,1
1,0,1,0,0,0,0,0,1,2,8,39,2,6,4,2018,0,1,0,0,0,0,0,0,-1.6566898309690214,0,1,0,0,1,0,0.6571941370026921,0
2,0,2,0,0,0,0,0,1,11,27,331,4,48,2,2018,0,4,0,0,0,0,0,0,0.4448885989343964,1,0,0,0,1,0,0.31187556087346696,1
2,0,2,2,0,0,0,0,1,11,13,317,2,46,2,2018,0,4,0,0,0,0,0,0,-0.7492897975185061,0,0,0,0,1,0,0.4277594974573737,0
2,0,1,2,0,0,0,0,1,6,10,161,2,23,7,2018,1,2,0,0,0,0,0,0,0.029709101772752107,0,0,0,0,0,0,0.4278791504636554,0
1,0,2,4,0,0,0,0,0,6,12,163,2,24,2,2018,0,2,0,0,0,0,0,0,0.20080761516801926,0,0,0,0,1,0,0.6033502841758899,1
2,0,0,1,0,0,0,0,0,12,23,357,4,51,6,2017,1,4,0,0,0,0,0,0,-0.9229839521930266,0,0,0,0,1,0,0.4657493269518396,0
2,0,0,2,0,0,0,0,1,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.736521529734345,0,1,0,0,0,0,0.5734370326054441,1
2,0,1,1,0,0,0,0,0,5,21,141,3,21,1,2018,0,2,0,0,0,0,0,0,-0.43039835822982425,0,0,0,0,1,0,0.5907867185163027,1
2,0,0,2,0,0,0,0,0,11,8,312,2,45,4,2018,0,4,0,0,0,0,0,0,0.6727116092950133,0,0,0,0,1,0,0.24139994017349686,1
2,0,1,2,0,0,0,0,0,2,12,43,2,7,1,2018,0,1,0,0,0,0,0,0,-0.32223907214370695,0,0,0,1,1,0,0.313490876458271,0
2,0,2,0,0,0,0,0,0,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,-0.7492897975185061,0,0,0,0,0,0,0.39395752318276994,0
2,0,0,1,0,0,0,0,2,2,25,56,4,8,7,2018,1,1,0,0,0,0,0,0,-1.46168706701608,1,0,0,0,1,0,0.3700269219264134,0
2,0,2,1,0,0,0,0,2,10,30,303,5,44,2,2018,0,4,0,0,0,0,0,0,0.5105779282303068,1,0,0,0,1,0,0.3628477415495064,1
1,0,0,2,0,0,0,0,0,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.2826945029096373,0,0,0,0,1,0,0.6631767873167812,1
1,0,0,2,0,0,0,0,0,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,-1.384355375311487,0,0,0,0,0,1,0.4537840263236614,0
2,0,0,3,0,0,0,0,0,2,24,55,4,8,6,2018,1,1,0,0,0,0,0,0,-0.032860382011120716,1,0,0,0,1,0,0.28926114268621,1
1,0,1,0,0,0,0,0,0,4,4,94,1,14,3,2018,0,2,0,0,0,0,0,0,-1.315514612291896,0,0,0,0,1,0,0.4537840263236614,0
2,0,0,3,0,0,0,0,1,12,24,358,4,51,7,2017,1,4,0,0,0,0,0,0,-1.7911413536931085,0,0,0,0,1,0,0.2862099910260245,0
2,0,1,2,0,0,0,0,0,10,9,282,2,41,1,2017,0,4,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.718994914747233,0
2,0,2,1,0,0,0,0,0,1,2,2,1,1,2,2018,0,1,0,0,0,0,0,0,-0.6592144155975896,0,1,0,0,0,0,0.5375411307209093,0
2,0,1,2,0,0,0,0,1,2,12,43,2,7,1,2018,0,1,0,0,0,0,0,0,-0.47695498147585763,0,0,0,0,1,0,0.26359557283876756,0
2,0,2,1,0,0,0,0,0,8,8,220,2,32,2,2017,0,3,0,0,0,0,0,0,-1.5506363990851626,0,1,0,0,0,0,0.4507927011666168,0
1,0,0,2,0,0,0,0,0,10,19,292,3,42,5,2018,1,4,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,1,0,0.6224947651809751,0
2,0,2,1,0,0,0,0,1,12,4,338,1,49,2,2018,0,4,0,0,0,0,0,0,-0.1158600232696961,0,0,0,0,1,0,0.44540831588393653,0
2,0,1,2,0,0,0,0,0,12,16,350,3,50,7,2018,1,4,0,0,0,0,0,0,1.2625775368756915,1,0,0,0,1,0,0.35925815136105294,1
2,0,0,5,0,0,0,0,0,12,29,363,5,52,5,2017,1,4,0,0,0,0,0,0,0.9293221146717,0,0,0,0,0,0,0.30421776847143284,0
