no_of_weekend_nights,year,market_segment_type_Online,day_of_week,market_segment_type_other,no_of_special_requests,required_car_parking_space,avg_price_per_room_mm,repeated_guest,type_of_meal_plan_Not Selected,lead_time_transf,is_wknd
0,2018,1,4,0,2,0,0.4292551600358958,0,0,1.328783188487227,0
2,2018,1,3,0,1,0,0.3398145378402632,0,0,-0.0987961844548332,0
2,2018,1,2,0,2,0,0.8037690696978761,0,0,-0.5769575461117442,0
1,2018,0,6,0,0,0,0.3640442716123243,0,0,0.2786784563680143,1
1,2018,1,1,0,1,0,0.7253963505833083,0,0,1.1938414108765072,0
2,2018,1,7,0,0,0,0.7392760993119951,0,0,-0.5510080442930118,1
1,2017,1,4,0,2,0,0.504636553993419,0,0,-0.2428050558244946,0
1,2018,1,3,0,1,0,0.5973676338618007,0,1,-1.5506363990851626,0
0,2018,1,5,0,1,0,0.8187256954830989,0,0,-1.315514612291896,1
0,2018,0,4,0,0,0,0.6033502841758899,0,0,1.235399911499953,0
1,2017,0,2,0,0,0,0.3042177684714328,0,0,1.1868193274175365,0
1,2018,1,4,0,1,0,0.6571941370026921,0,0,-1.6566898309690214,0
2,2018,1,2,0,1,0,0.3118755608734669,0,1,0.4448885989343964,0
2,2018,1,2,0,1,0,0.4277594974573737,0,0,-0.7492897975185061,0
1,2018,0,7,0,1,0,0.4278791504636554,0,0,0.0297091017727521,1
2,2018,1,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
0,2017,1,6,0,0,0,0.4657493269518396,0,0,-0.9229839521930266,1
0,2018,0,7,0,1,0,0.5734370326054441,0,0,1.736521529734345,1
1,2018,1,1,0,0,0,0.5907867185163027,0,0,-0.4303983582298242,0
0,2018,1,4,0,0,0,0.2413999401734968,0,0,0.6727116092950133,0
1,2018,1,1,0,0,0,0.313490876458271,0,0,-0.3222390721437069,0
2,2018,0,2,0,0,0,0.3939575231827699,0,0,-0.7492897975185061,0
0,2018,1,7,0,2,0,0.3700269219264134,0,1,-1.46168706701608,1
2,2018,1,2,0,2,0,0.3628477415495064,0,1,0.5105779282303068,0
0,2018,1,5,0,0,0,0.6631767873167812,0,0,1.2826945029096373,1
0,2018,0,4,1,0,0,0.4537840263236614,0,0,-1.384355375311487,0
0,2018,1,6,0,0,0,0.28926114268621,0,1,-0.0328603820111207,1
1,2018,1,3,0,0,0,0.4537840263236614,0,0,-1.315514612291896,0
0,2017,1,7,0,1,0,0.2862099910260245,0,0,-1.7911413536931085,1
1,2017,1,1,0,0,0,0.718994914747233,0,0,-1.985608868000325,0
2,2018,0,2,0,0,0,0.5375411307209093,0,0,-0.6592144155975896,0
1,2018,1,1,0,1,0,0.2635955728387675,0,0,-0.4769549814758576,0
2,2017,0,2,0,0,0,0.4507927011666168,0,0,-1.5506363990851626,0
0,2018,1,5,0,0,0,0.6224947651809751,0,0,-1.2531952897202767,1
2,2018,1,2,0,1,0,0.4454083158839365,0,0,-0.1158600232696961,0
1,2018,1,7,0,0,0,0.3592581513610529,0,1,1.2625775368756915,1
0,2017,0,5,0,0,0,0.3042177684714328,0,0,0.9293221146717,1
0,2018,0,6,0,0,0,0.483697277894107,0,0,0.682291481734681,1
0,2018,1,5,0,2,0,0.7170206401435835,0,0,-1.985608868000325,1
2,2018,0,6,0,0,0,0.4029314986539037,0,0,-0.1507417285742625,1
2,2018,0,7,0,0,0,0.3685312593478911,0,0,0.8367644897724941,1
1,2018,1,3,0,0,0,0.5961711037989829,0,0,-0.3642076811062532,0
0,2018,1,7,0,2,0,0.5907867185163027,0,0,1.242233058484495,1
0,2018,1,5,0,0,0,0.7953933592581512,0,0,0.6238927853334811,1
0,2018,1,1,0,1,0,0.9407717618905174,0,0,-0.2621411863055919,0
1,2018,0,3,0,0,0,0.5435237810349984,0,0,0.7385591347431675,0
0,2017,0,7,0,1,0,0.5435237810349984,0,0,-0.9624117371999296,1
0,2017,0,1,0,0,0,0.4059228238109482,0,0,0.5836747532510416,0
2,2018,0,1,0,0,0,0.3176787316781334,0,0,0.7928762038744863,0
2,2018,1,2,0,1,1,0.441818725695483,0,1,-0.6036087123507768,0
0,2018,0,6,0,0,0,0.5136105294645528,0,0,-0.3222390721437069,1
1,2018,1,3,0,2,0,0.7792402034101106,0,0,0.2272686863786324,0
1,2017,1,7,0,1,0,0.5539934190846544,0,0,-0.7813917674178052,1
0,2018,1,4,0,1,0,0.8384684415195931,0,0,0.3642466720710982,0
0,2017,1,6,0,2,0,0.6691594376308704,0,0,-0.885339194262977,1
2,2018,1,2,0,2,0,0.3199521387974872,0,0,-0.0169190255299602,0
1,2018,1,3,0,2,0,0.4037092431947353,0,0,-0.3430212391179341,0
2,2018,1,1,0,1,0,0.4464851929404725,0,0,1.7153874818740504,0
0,2018,1,7,0,0,0,0.3700269219264134,0,1,-0.718282431575302,1
1,2018,1,3,0,1,0,0.4077176189051749,0,0,0.5212441500357919,0
2,2018,0,3,0,0,0,0.2503739156446306,0,0,0.7200283747713166,0
1,2018,0,3,0,0,0,0.9682919533353274,0,0,-1.0938593953815183,0
1,2017,1,2,0,2,0,0.4717319772659288,0,0,-1.6566898309690214,0
2,2018,1,2,0,0,0,0.7170206401435835,0,1,-1.315514612291896,0
2,2018,0,2,0,0,0,0.4615614717319772,0,0,-0.1685781582022173,0
2,2018,1,7,0,0,0,0.327849237212085,0,0,0.132243302045638,1
0,2018,0,5,0,0,0,0.3087047562069997,0,0,1.0169649044655895,1
2,2018,1,5,0,0,0,0.5435237810349984,0,0,1.6285319695210685,1
2,2018,1,2,0,0,0,0.4148967992820819,0,1,0.2272686863786324,0
1,2018,1,6,0,1,0,0.5483099012862697,0,0,-1.6566898309690214,1
1,2018,1,4,0,0,0,0.3275501046963805,0,0,-0.3858181592437775,0
0,2018,1,6,0,1,0,0.5207897098414597,0,0,1.6993890761116388,1
0,2018,0,5,0,0,0,0.5435237810349984,0,0,1.8087932598551648,1
1,2018,1,3,0,2,0,0.6500149566257851,0,0,0.6436080330474707,0
1,2018,1,3,0,1,0,0.644630571343105,0,0,-0.3018428446569174,0
1,2018,1,2,0,0,0,0.4657493269518396,0,1,-1.1431884582559426,0
0,2018,1,5,0,0,0,0.6631767873167812,0,0,1.2826945029096373,1
0,2018,1,7,0,0,0,0.7253963505833083,0,0,1.600584839420688,1
0,2017,0,5,0,0,0,0.3939575231827699,0,0,0.2272686863786324,1
2,2018,1,2,0,2,0,0.7886927909063713,0,0,-0.3858181592437775,0
1,2018,0,4,0,0,0,0.3042177684714328,0,0,-0.2428050558244946,0
1,2018,0,1,0,0,0,0.9252168710738856,0,0,-1.2531952897202767,0
2,2017,0,1,1,2,0,0.3879748728686807,0,0,-1.2531952897202767,0
2,2018,1,1,0,2,0,0.5736165121148669,0,0,0.132243302045638,0
1,2018,0,7,0,0,0,0.6631767873167812,0,0,1.0928757881198847,1
0,2018,0,6,1,0,0,0.3580616212982351,0,0,-0.0011810930312185,1
0,2018,0,5,1,0,0,0.3460963206700568,0,0,-1.985608868000325,1
0,2018,0,4,0,0,0,0.4597666766377504,0,0,-1.0038440334366296,0
0,2018,1,4,0,2,0,0.5423272509721806,0,0,-0.1331721994535322,0
0,2018,0,4,1,0,0,0.483697277894107,0,0,0.69181222134396,0
0,2018,0,5,0,0,0,0.3640442716123243,0,0,1.0169649044655895,1
2,2018,1,2,0,1,0,0.5672150762787914,0,0,-1.5506363990851626,0
2,2018,1,1,0,1,0,0.860604247681723,0,0,-1.46168706701608,0
0,2017,1,1,0,0,0,0.5315584804068202,0,0,1.4785877548803903,0
0,2018,1,5,0,0,0,0.7792402034101106,0,0,0.2532177884033206,1
0,2017,1,7,0,2,0,0.4193837870176488,0,0,0.0598565434290817,1
2,2018,1,2,0,2,0,0.3849835477116362,0,0,1.0779607242276448,0
0,2018,0,7,0,0,0,0.483697277894107,0,0,1.4299775831198671,1
1,2018,0,3,0,0,0,0.5435237810349984,0,0,0.7385591347431675,0
2,2018,0,2,0,0,0,0.3341310200418785,0,1,-1.7911413536931085,0
2,2017,0,1,0,0,0,0.2443912653305414,0,0,0.0143596403224571,0
0,2018,1,5,0,2,0,0.6571941370026921,0,1,-0.718282431575302,1
1,2018,1,3,0,3,0,0.5315584804068202,0,1,-0.4769549814758576,0
2,2017,0,7,0,1,0,0.2324259647023631,0,0,-0.3018428446569174,1
1,2018,1,5,0,0,0,0.3329344899790607,0,1,0.7928762038744863,1
2,2018,1,6,0,0,0,0.4295542925516003,0,0,1.0704543639289932,1
0,2017,1,5,0,2,0,0.6392461860604247,0,0,-0.718282431575302,1
0,2018,1,4,0,1,0,0.4956625785222854,0,0,-0.718282431575302,0
1,2017,1,4,0,1,0,0.4507927011666168,0,0,-0.2621411863055919,0
1,2018,1,1,0,2,0,0.5907867185163027,0,0,-0.3430212391179341,0
2,2018,1,6,0,0,1,0.7792402034101106,0,0,-0.1685781582022173,1
1,2018,1,3,0,1,0,0.6433742147771462,0,0,-1.0938593953815183,0
0,2018,0,4,0,0,0,0.6033502841758899,0,0,1.235399911499953,0
2,2017,1,2,0,2,0,0.4238707747532156,0,0,-1.0938593953815183,0
0,2018,1,4,0,2,0,0.5638647921029015,0,0,-0.0011810930312185,0
1,2018,0,6,0,0,0,0.2413999401734968,0,1,-0.718282431575302,1
1,2018,0,3,0,0,0,0.4651510619204308,0,0,0.3403329855090177,0
1,2018,1,1,0,2,0,0.5076278791504636,0,0,0.4448885989343964,0
2,2017,1,2,0,0,0,0.3700269219264134,0,1,-1.985608868000325,0
1,2018,1,5,0,1,0,0.4295542925516003,0,0,1.531824004585714,1
0,2017,0,5,1,0,0,0.2743045169009871,0,0,-1.46168706701608,1
1,2018,1,3,0,1,0,0.4105892910559377,0,0,-0.5769575461117442,0
2,2018,0,1,0,1,0,0.6811247382590486,0,0,-0.1866916119251648,0
0,2018,0,7,0,0,0,0.6033502841758899,0,0,-0.0328603820111207,1
0,2018,0,6,0,1,0,0.3685312593478911,0,0,0.8105762067872547,1
1,2018,1,3,0,0,0,0.6024528866287764,0,0,1.2959824482391158,0
2,2018,0,7,0,1,0,0.3939575231827699,0,0,-0.4769549814758576,1
0,2018,1,6,0,2,1,0.5913849835477115,0,0,-1.7911413536931085,1
1,2018,1,7,0,2,0,0.451809751720012,0,0,0.5212441500357919,1
0,2018,1,6,0,1,0,0.3700269219264134,0,0,0.7477429251771082,1
1,2017,0,7,0,0,0,0.3206700568351779,0,0,1.4238119366600954,1
2,2018,1,7,0,1,0,0.3265928806461262,0,0,0.6533708236790631,1
1,2018,0,3,0,1,0,0.2970385880945259,1,0,-1.315514612291896,0
0,2018,1,6,0,0,1,0.5154053245587794,0,0,0.9935137594962448,1
0,2018,1,6,0,0,0,0.4178881244391265,0,1,-1.7911413536931085,1
1,2018,1,3,0,0,0,0.7170206401435835,0,1,-1.1960679773682703,0
0,2018,1,1,0,0,0,0.644630571343105,0,0,-0.0987961844548332,0
0,2017,0,1,0,0,0,0.4059228238109482,0,0,-0.2818155093780657,0
2,2018,1,1,0,3,0,0.7307807358659886,0,0,1.22854053438768,0
0,2018,1,6,0,1,0,0.9357463356266824,0,0,-1.6566898309690214,1
1,2018,0,3,1,0,0,0.4736464253664372,0,0,-1.46168706701608,0
0,2018,1,4,0,2,0,0.7688902183667363,0,0,-0.5257167383027416,0
0,2018,1,5,0,0,0,0.2144780137600957,0,1,-0.8492925336098945,1
0,2017,1,5,0,1,0,0.567454382291355,0,0,-0.9624117371999296,1
0,2018,1,5,0,0,0,0.2774154950643134,0,0,-0.885339194262977,1
2,2017,1,3,0,1,0,0.3431049955130122,0,0,0.6533708236790631,0
2,2018,1,2,0,1,0,0.3942566556984744,0,0,0.542347611939063,0
0,2018,0,6,0,0,0,0.5136105294645528,0,0,-0.3222390721437069,1
0,2018,1,7,0,1,0,0.3969488483398145,0,1,1.235399911499953,1
1,2018,1,3,0,3,0,0.6634759198324858,0,0,0.132243302045638,0
0,2018,1,7,0,0,0,0.5734370326054441,0,0,1.8687644149671083,1
3,2018,1,7,0,1,0,0.4804068202213581,0,0,1.600584839420688,1
0,2018,1,6,0,1,0,0.664373317379599,0,0,0.3403329855090177,1
1,2018,1,1,0,0,0,0.7170206401435835,0,1,-1.985608868000325,0
1,2018,1,2,0,0,0,0.4615614717319772,0,0,0.3523410130874057,0
2,2018,1,7,0,1,0,0.4004786120251272,0,0,0.5631544872911395,1
1,2018,1,7,0,0,0,0.3319772659288064,0,0,-0.7813917674178052,1
1,2018,1,5,0,2,0,0.725575830092731,0,0,1.704736144501544,1
0,2018,0,6,0,0,0,0.3431049955130122,0,1,-0.1866916119251648,1
0,2018,1,4,0,1,0,0.4507927011666168,0,1,0.4890096334269794,0
0,2018,1,6,0,3,1,0.8905174992521685,0,0,-1.1960679773682703,1
0,2018,0,5,0,1,0,0.4916542028118456,0,0,1.767811692331185,1
0,2018,0,5,0,0,0,0.261142686209991,0,0,1.7626302599203965,1
2,2018,0,1,0,0,0,0.4061621298235118,0,0,0.5105779282303068,0
0,2017,0,1,0,0,0,0.1725994615614717,0,0,-0.8492925336098945,0
0,2017,1,7,0,0,0,0.3341310200418785,0,0,-1.7911413536931085,1
0,2017,1,6,0,1,0,0.4448100508525276,0,0,1.3025900713574936,1
1,2018,1,7,0,0,0,0.3592581513610529,0,1,1.2625775368756915,1
1,2018,1,3,0,0,0,0.3580616212982351,0,1,-1.985608868000325,0
1,2018,1,3,0,1,1,0.6272808854322464,0,0,-1.985608868000325,0
0,2018,0,4,0,0,0,0.4657493269518396,0,0,-1.315514612291896,0
0,2018,1,5,0,0,0,0.3310200418785522,0,0,-0.718282431575302,1
2,2018,0,2,0,0,0,0.4178881244391265,0,0,-1.6566898309690214,0
1,2018,0,7,0,0,0,0.4537840263236614,0,0,1.4051919692151056,1
0,2018,1,5,0,1,0,0.4507927011666168,0,1,0.9776959263617326,1
1,2018,1,1,0,1,0,0.5261740951241399,0,1,0.3642466720710982,0
0,2018,0,7,1,2,0,0.0050852527669757,0,0,-0.2050928380971673,1
2,2018,1,2,0,2,0,0.4238707747532156,0,0,0.5105779282303068,0
2,2018,1,7,0,3,0,0.940412802871672,0,0,-1.2531952897202767,1
1,2018,1,3,0,0,0,0.4559377804367334,0,0,-0.0169190255299602,0
1,2018,1,7,0,1,0,0.3592581513610529,0,1,-0.1331721994535322,1
2,2017,0,2,0,0,0,0.4507927011666168,0,0,0.5938303814077687,0
1,2018,1,1,0,0,0,0.2461262339216273,0,0,-0.2050928380971673,0
0,2018,0,4,1,0,0,0.483697277894107,0,0,0.69181222134396,0
2,2017,1,1,0,0,0,0.3431049955130122,0,0,0.5527874866365081,0
2,2017,1,1,0,2,0,0.5661980257253963,0,0,-0.5257167383027416,0
1,2018,1,2,0,1,0,0.4298534250673048,0,0,-1.0938593953815183,0
0,2018,1,7,0,2,0,0.6123242596470235,0,0,0.4671172426151201,1
1,2018,1,4,0,1,0,0.2613221657194137,0,1,-0.814687796711879,0
2,2018,1,2,0,0,0,0.4036494166915944,0,0,1.5083467628561928,0
2,2018,1,1,0,0,0,0.4354172898594077,0,1,1.0247101089335355,0
0,2018,1,4,0,1,0,0.4507927011666168,0,1,0.5836747532510416,0
0,2018,0,6,1,0,0,0.2743045169009871,1,0,-1.7911413536931085,1
2,2017,0,2,0,0,0,0.3191743942566556,0,0,0.9697306108501952,0
2,2018,1,1,0,1,0,0.6024528866287764,0,0,0.7106798152491427,0
2,2018,1,2,0,2,0,0.585103200717918,0,0,0.783951883394518,0
0,2018,1,5,0,0,0,0.5495064313490876,0,0,-1.985608868000325,1
0,2018,0,5,0,0,0,0.6033502841758899,0,0,0.0143596403224571,1
1,2018,1,1,0,0,0,0.741549506431349,0,0,0.9374829467617386,0
2,2018,1,1,0,1,1,0.6984744241699072,0,0,1.22854053438768,0
1,2018,1,1,0,0,0,0.8923122943463955,0,0,0.0598565434290817,0
2,2018,1,2,0,0,0,0.3337122345198923,0,0,-1.985608868000325,0
1,2018,1,3,0,0,0,0.2668262040083757,0,1,1.7259823685935147,0
0,2018,0,5,1,0,0,0.4119054741250373,0,0,-1.985608868000325,1
3,2017,1,4,0,0,0,0.502422973377206,0,0,-0.718282431575302,0
1,2018,1,3,0,1,0,0.3206700568351779,0,0,1.543455633803681,0
2,2018,1,3,0,2,0,0.6631767873167812,0,0,-1.1431884582559426,0
0,2018,1,4,0,2,0,0.4669458570146574,0,1,0.2141036881043859,0
1,2018,0,3,1,0,0,0.4537840263236614,0,0,-1.46168706701608,0
0,2017,0,5,0,0,0,0.2443912653305414,0,0,-0.1507417285742625,1
1,2018,0,3,0,1,0,0.5734370326054441,0,0,1.639600090768717,0
0,2018,0,5,0,1,0,0.5854023332336225,0,0,1.8932465238917504,1
2,2018,1,1,0,1,0,0.8516302722105892,0,0,-0.6882827749845334,0
2,2018,1,2,0,1,0,0.5210888423571641,0,0,1.0553422319602823,0
1,2017,1,3,0,3,0,0.4238707747532156,0,0,-1.6566898309690214,0
1,2018,1,7,0,1,0,0.6984744241699072,0,0,1.0477357402356329,1
0,2018,1,4,0,1,0,0.4507927011666168,0,0,-0.2621411863055919,0
0,2018,1,5,0,1,0,0.3580616212982351,0,1,-0.6882827749845334,1
0,2018,0,5,0,0,0,0.6033502841758899,0,0,0.0143596403224571,1
0,2018,0,6,1,0,0,0.2743045169009871,1,0,-1.047549579600935,1
1,2017,1,1,0,1,0,0.718994914747233,0,0,-1.985608868000325,0
0,2018,1,7,0,0,0,0.9383787017648816,0,0,-1.6566898309690214,1
2,2018,1,2,0,0,0,0.4295542925516003,0,0,0.303672549971128,0
1,2018,1,6,0,0,1,0.4223751121746934,0,1,0.3877592374333348,1
0,2018,1,5,0,0,0,0.7092431947352675,0,0,0.3877592374333348,1
2,2018,1,2,0,2,0,0.8018546215973675,0,0,0.303672549971128,0
2,2017,0,3,0,0,0,0.4298534250673048,0,0,0.0893033890257622,0
1,2018,1,6,0,0,0,0.4931498653903679,0,1,0.6630716990212818,1
0,2018,0,6,0,0,0,0.3939575231827699,0,0,-0.3642076811062532,1
2,2018,1,7,0,2,0,0.8872270415794195,0,0,1.0169649044655895,1
0,2018,0,6,0,0,0,0.7230032904576726,0,0,-0.4769549814758576,1
2,2018,1,2,0,0,0,0.4409811546515106,0,1,-0.3018428446569174,0
0,2018,1,7,0,0,0,0.4507927011666168,0,1,1.122324750531442,1
0,2017,0,1,0,0,0,0.5315584804068202,0,0,0.5631544872911395,0
0,2018,0,6,0,0,0,0.483697277894107,0,0,0.9536849723523606,1
1,2018,1,6,0,1,0,0.5121746933891713,0,1,0.8710332127543804,1
2,2018,1,1,0,0,0,0.4943463954531857,0,0,-0.5257167383027416,0
0,2017,0,1,0,0,0,0.5375411307209093,0,0,0.2660077731103278,0
2,2018,0,7,0,1,0,0.6871073885731378,0,0,0.1462459342983703,1
0,2017,0,7,0,0,0,0.11678133413102,0,0,0.2532177884033206,1
0,2017,0,1,0,0,0,0.3221657194137002,0,0,-0.4303983582298242,0
0,2018,1,4,0,1,0,0.7253963505833083,0,0,-0.0819721596158678,0
2,2018,1,2,0,0,0,0.7361651211486687,0,0,0.0143596403224571,0
2,2018,0,2,0,0,0,0.3685312593478911,0,0,-0.1331721994535322,0
1,2018,1,3,0,1,0,0.3000299132515704,0,0,0.542347611939063,0
0,2018,1,5,0,2,0,0.6769368830391863,0,0,0.376052067764775,1
2,2018,1,7,0,0,0,0.3969488483398145,0,1,1.001367136839143,1
2,2017,1,3,0,0,0,0.4373317379599162,0,1,-1.46168706701608,0
0,2017,1,1,0,0,0,0.5375411307209093,0,0,1.7781349138788256,0
0,2018,1,6,0,0,0,0.4292551600358958,0,0,1.3025900713574936,1
0,2018,1,6,0,1,0,0.3640442716123243,0,0,-1.7911413536931085,1
1,2018,0,7,0,0,0,0.3042177684714328,0,0,-0.4534162547522294,1
0,2018,1,7,0,1,0,0.2908166317678732,0,0,-1.985608868000325,1
2,2018,1,2,0,1,0,0.7253963505833083,0,0,0.3403329855090177,0
0,2018,1,5,0,1,0,0.4829793598564163,0,1,1.0553422319602823,1
0,2018,1,6,0,3,0,0.7768471432844749,0,1,-1.2531952897202767,1
1,2017,1,4,0,1,0,0.5363446006580914,0,0,-0.7492897975185061,0
0,2018,0,4,0,0,0,0.5734370326054441,0,0,0.5938303814077687,0
2,2018,1,7,0,1,0,0.6101106790308105,0,0,-0.0987961844548332,1
0,2017,0,6,0,0,0,0.3042177684714328,0,0,0.6630716990212818,1
1,2018,0,3,0,0,0,0.3532755010469638,0,0,0.0893033890257622,0
1,2018,1,6,0,1,0,0.5174394256655698,0,0,-0.814687796711879,1
1,2018,0,3,0,0,0,0.6033502841758899,0,0,1.3157336877091237,0
0,2018,0,7,0,0,0,0.5435237810349984,0,0,1.3091737475690068,1
1,2017,0,7,0,0,0,0.2668262040083757,0,0,-1.1960679773682703,1
5,2018,1,3,0,0,0,0.4244690397846245,0,1,1.0091840482465178,0
0,2018,1,4,0,0,0,0.6877056536045467,0,0,-0.1866916119251648,0
1,2017,1,4,0,2,0,0.4507927011666168,0,0,-0.5257167383027416,0
1,2018,1,3,0,1,0,0.5440023930601255,0,0,0.6139383056034631,0
1,2018,1,3,0,1,0,0.8021537541130719,0,0,-0.5769575461117442,0
1,2018,0,1,0,0,0,0.4397247980855519,0,0,0.4890096334269794,0
4,2018,1,2,0,0,0,0.4652707149267125,0,0,-1.1431884582559426,0
2,2018,1,2,0,1,0,0.414298534250673,0,0,-0.3430212391179341,0
1,2018,1,3,0,1,0,0.5462758001794794,0,0,-0.814687796711879,0
0,2017,0,1,0,0,0,0.4926712533652408,0,0,-0.2818155093780657,0
0,2018,1,6,0,0,0,0.5800179479509422,0,1,0.2272686863786324,1
0,2018,1,1,0,1,0,0.3969488483398145,0,1,1.622974400452564,0
2,2018,1,2,0,0,1,0.504636553993419,0,1,1.0553422319602823,0
2,2018,1,7,0,0,0,0.3431049955130122,0,0,-0.3222390721437069,1
0,2018,1,1,0,1,0,0.6033502841758899,0,1,-1.985608868000325,0
1,2018,1,3,0,1,0,0.6033502841758899,0,0,-1.1960679773682703,0
1,2017,1,6,0,1,0,0.3737361651211487,0,0,-0.3430212391179341,1
2,2018,1,2,0,0,0,0.3962309303021238,0,0,0.1600999635136913,0
2,2018,1,2,0,0,0,0.4597666766377504,0,0,-0.4303983582298242,0
0,2018,1,5,0,0,0,0.4723302422973377,0,1,1.242233058484495,1
2,2018,1,4,0,0,0,0.6769368830391863,0,0,0.6039178635303322,0
0,2018,1,6,0,0,0,0.5154053245587794,0,0,0.4998335603951988,1
0,2018,0,6,1,0,0,0.2862698175291654,0,0,-0.8492925336098945,1
1,2018,1,6,0,2,0,0.414298534250673,0,0,-0.4769549814758576,1
2,2018,0,7,0,0,0,0.2743045169009871,0,0,0.3523410130874057,1
2,2018,1,2,0,1,0,0.5513012264433143,0,0,1.828978997860212,0
1,2018,1,4,0,0,0,0.2563565659587197,0,1,-0.6592144155975896,0
1,2017,1,4,0,0,0,0.5136105294645528,0,0,-1.985608868000325,0
2,2018,1,2,0,0,0,0.5645827101405921,0,0,-0.1866916119251648,0
0,2018,1,5,0,0,0,0.2926712533652407,0,0,-0.5010442920420968,1
2,2018,1,2,0,1,0,0.699072689201316,0,1,-1.2531952897202767,0
0,2018,1,6,0,1,0,0.3813939575231828,0,0,-0.1507417285742625,1
1,2018,0,3,0,1,0,0.3975471133712234,0,0,1.2216546798928345,0
0,2018,1,4,0,0,0,0.5375411307209093,0,1,-0.9229839521930266,0
1,2018,0,7,0,1,0,0.2922524678432545,0,0,1.3546063146808416,1
1,2018,0,3,0,0,0,0.3431049955130122,0,0,-0.2428050558244946,0
2,2018,0,1,0,2,0,0.3166616811247382,0,0,1.6560863326446231,0
1,2018,1,1,0,1,0,0.365839066706551,0,0,0.303672549971128,0
1,2018,1,7,0,1,0,0.3290457672749028,0,0,1.833994483908072,1
0,2018,0,7,0,0,0,0.5435237810349984,0,0,1.7259823685935147,1
1,2018,1,3,0,1,0,0.5692491773855817,0,0,0.3523410130874057,0
2,2017,1,2,0,0,0,0.4507927011666168,0,0,0.6630716990212818,0
0,2018,1,4,0,1,0,0.727191145677535,0,0,0.2008076151680192,0
1,2017,1,1,0,1,0,0.4252467843254562,0,0,-0.2818155093780657,0
1,2018,1,3,0,0,0,0.1821118755608735,0,1,-1.384355375311487,0
1,2018,1,5,0,0,0,0.4854920729883338,0,0,1.3025900713574936,1
1,2018,1,4,0,1,0,0.2881842656296739,0,1,-0.9229839521930266,0
2,2017,0,1,0,0,0,0.2743045169009871,0,0,0.5527874866365081,0
2,2018,1,7,0,0,0,0.5831289261142686,0,0,0.9374829467617386,1
2,2018,1,2,0,1,0,0.6015554890816631,0,0,1.1368638574377634,0
0,2018,1,4,0,1,0,0.2959018845348489,0,1,-0.2818155093780657,0
2,2018,1,2,0,1,0,0.4804068202213581,0,0,1.2893506643840775,0
6,2018,1,2,0,0,0,0.4669458570146574,0,0,-0.8492925336098945,0
1,2018,1,3,0,0,0,0.3715824110080766,0,0,0.7012747116202025,0
0,2018,1,5,0,2,0,0.5638647921029015,0,0,-0.0987961844548332,1
1,2018,0,3,1,0,0,0.441818725695483,0,0,-1.047549579600935,0
2,2018,0,1,0,0,1,0.3149865390367933,0,1,-1.047549579600935,0
0,2017,0,7,0,0,0,0.3341310200418785,0,0,0.6039178635303322,1
2,2018,1,6,0,1,0,0.4327250972180675,0,0,1.0169649044655895,1
1,2018,1,7,0,0,0,0.3875560873466946,0,1,-1.5506363990851626,1
0,2017,0,5,1,0,0,0.3341310200418785,0,0,-1.0938593953815183,1
2,2018,1,2,0,1,1,0.5836075381393957,0,0,-0.0987961844548332,0
2,2018,0,7,0,2,0,0.3176787316781334,0,0,0.4781046931408519,1
1,2018,1,5,0,0,0,0.3583607538139395,0,0,0.2008076151680192,1
0,2018,1,4,0,3,0,0.7792402034101106,0,0,0.3877592374333348,0
2,2018,1,7,0,1,0,0.5312593478911157,0,0,0.7385591347431675,1
0,2018,0,7,1,1,0,0.2802871672150763,1,0,-1.6566898309690214,1
1,2018,1,3,0,1,0,0.6050254262638348,0,1,0.316001044031059,0
1,2018,1,7,0,1,0,0.6970984145976666,0,1,-1.6566898309690214,1
1,2018,1,1,0,0,0,0.456177086449297,0,1,1.7522273360073262,0
0,2018,1,5,0,0,0,0.3969488483398145,0,0,1.335273156332459,1
0,2018,1,5,0,0,0,0.5395154053245587,0,0,-1.047549579600935,1
0,2018,0,5,0,0,0,0.3341310200418785,0,0,0.6139383056034631,1
0,2018,1,7,0,0,0,0.441818725695483,0,0,-0.9229839521930266,1
0,2017,0,6,0,0,0,0.3042177684714328,0,0,0.4781046931408519,1
2,2017,0,3,0,0,0,0.1247382590487586,0,0,-1.0038440334366296,0
1,2018,1,4,0,1,0,0.3398145378402632,0,0,-0.0169190255299602,0
0,2018,1,6,0,2,0,0.5764283577624887,0,0,1.4905473316502045,1
0,2018,1,7,0,0,0,0.3646425366437331,0,1,1.22854053438768,1
1,2018,1,3,0,0,0,0.5800179479509422,0,1,0.5212441500357919,0
2,2018,0,3,0,0,0,0.4059228238109482,0,0,-1.0038440334366296,0
2,2018,1,1,0,1,0,0.4077176189051749,0,0,0.2912325196874556,0
2,2018,1,2,0,2,0,0.4178881244391265,0,1,-0.7492897975185061,0
1,2018,1,1,0,1,0,0.4454083158839365,1,0,0.132243302045638,0
0,2018,1,7,0,1,0,0.741549506431349,0,0,-0.3222390721437069,1
0,2018,0,5,0,0,0,0.3341310200418785,0,0,0.6139383056034631,1
2,2018,1,1,0,1,0,0.4193837870176488,0,1,1.0928757881198847,0
2,2017,0,3,0,1,1,0.2802871672150763,0,1,-1.985608868000325,0
2,2018,1,7,0,2,0,0.6631767873167812,0,1,-1.6566898309690214,1
